<OPEN>,<HIGH>,<LOW>,<CLOSE>
93.5100000,93.8000000,92.3300000,92.8200000
93.3300000,93.3900000,92.0100000,92.0500000
92.2600000,92.4500000,91.1200000,91.5200000
91.9400000,93.6000000,91.9300000,93.5700000
92.8000000,93.4500000,92.2300000,92.5500000
93.3600000,95.0500000,92.9000000,93.0400000
92.4900000,93.4700000,92.1700000,92.9100000
93.4400000,93.7500000,92.5100000,92.8100000
92.6700000,94.8000000,92.4800000,94.4800000
94.4900000,95.4800000,94.1300000,94.5400000
94.3500000,94.7900000,93.4200000,93.4900000
93.6200000,94.1800000,93.0000000,93.1600000
93.2100000,94.5000000,93.1700000,94.0800000
94.1600000,94.7300000,93.0300000,93.0900000
92.8600000,93.1300000,92.2200000,92.8500000
93.1600000,94.1700000,92.4500000,93.9500000
94.3200000,95.7600000,93.6200000,93.8600000
93.5900000,94.6100000,93.2800000,94.4400000
93.7200000,94.2400000,93.3700000,94.0300000
94.2900000,94.4900000,93.4000000,93.5800000
93.4100000,93.7100000,92.4000000,92.7500000
95.0000000,98.0900000,94.7700000,97.0500000
96.3300000,96.3800000,94.4800000,95.5700000
95.0100000,96.6700000,94.5700000,94.7500000
94.9000000,95.2800000,92.8100000,93.7800000
93.1400000,93.9700000,92.6200000,93.7700000
94.4500000,94.6000000,93.5800000,94.1600000
93.8300000,94.2000000,93.3300000,94.1700000
94.3500000,94.4600000,93.4600000,93.7500000
93.0000000,93.1400000,90.5600000,90.7500000
91.4500000,91.6400000,89.4500000,90.0700000
90.9600000,91.3000000,90.2300000,90.9900000
90.6100000,92.3400000,90.6100000,92.3300000
91.9900000,92.2400000,91.1400000,91.9000000
91.5400000,92.6400000,90.9400000,91.9200000
92.3000000,92.4700000,90.7500000,91.4700000
92.0100000,93.5200000,91.7100000,93.0200000
92.7000000,92.8900000,92.2000000,92.6000000
92.9700000,93.0800000,92.0600000,92.6300000
92.2300000,92.4700000,91.8200000,92.2900000
91.8300000,92.9500000,91.8000000,92.6400000
92.4400000,92.5700000,91.2500000,91.5000000
91.5000000,92.2700000,90.9500000,91.2800000
92.0800000,92.1900000,91.1100000,92.1900000
92.2100000,93.3100000,92.1000000,93.1200000
93.2400000,94.0700000,93.1800000,93.7000000
93.5000000,93.6500000,92.7200000,93.1900000
92.7000000,94.3800000,92.6000000,94.1000000
93.8100000,94.0600000,93.0700000,93.5900000
94.0300000,94.2000000,92.8000000,93.3800000
93.3300000,93.8300000,92.7600000,92.8900000
92.1900000,92.3100000,91.3600000,91.9500000
91.6500000,92.1900000,91.1200000,91.7000000
91.2600000,92.2500000,91.1200000,91.2000000
91.3200000,92.2000000,91.2000000,91.7900000
91.6000000,92.0600000,90.2000000,91.8400000
91.9800000,92.6400000,91.4800000,91.9500000
91.8000000,91.9200000,91.1100000,91.3400000
91.7300000,91.7700000,89.7100000,89.9500000
89.2500000,89.8900000,85.9000000,86.3400000
85.9500000,86.3200000,84.8200000,85.8000000
86.0300000,86.9500000,85.2500000,86.7800000
86.3400000,86.3400000,84.0500000,84.3100000
85.0200000,85.5000000,83.7500000,84.7200000
84.0000000,86.3600000,83.8500000,86.0900000
85.8200000,86.6100000,85.2100000,85.9800000
86.6100000,87.6000000,86.1200000,87.3400000
87.4600000,87.7500000,86.6800000,87.0000000
86.5000000,88.0700000,86.1000000,87.8800000
88.0100000,88.2800000,87.3000000,88.0100000
88.2700000,89.4100000,88.1700000,89.3100000
89.4100000,90.1300000,89.0200000,89.2000000
89.6300000,89.8400000,88.9000000,89.2000000
88.7500000,88.7900000,87.4000000,87.7300000
88.8100000,88.9000000,87.7300000,87.9100000
87.7700000,91.6000000,87.3000000,91.4100000
91.4500000,92.8000000,90.8400000,92.8000000
92.1600000,92.6100000,91.5700000,91.8400000
92.2500000,93.9500000,92.1700000,93.8300000
93.6800000,94.1100000,93.1000000,93.5800000
93.7500000,93.8500000,92.0200000,93.2000000
93.4100000,94.1900000,92.7700000,93.5900000
93.5700000,93.8700000,93.1100000,93.5200000
93.7600000,94.1000000,93.6000000,93.8600000
93.6600000,93.8400000,92.6800000,93.3900000
93.2700000,93.8600000,93.0300000,93.4200000
93.5600000,93.6000000,93.0100000,93.5400000
94.0000000,95.3000000,93.9400000,95.1100000
95.3800000,96.0300000,94.4500000,94.5300000
94.0100000,94.8500000,93.6000000,94.6900000
93.6500000,93.9900000,93.1700000,93.5000000
93.1600000,93.2000000,92.3300000,92.5000000
92.6500000,93.1100000,92.3800000,92.3800000
92.4000000,92.5500000,91.6000000,92.3500000
92.4500000,93.5100000,92.2200000,92.8200000
92.8900000,93.3400000,92.4000000,92.9400000
96.5000000,98.5000000,96.1200000,98.3700000
98.4100000,98.6500000,97.8100000,98.2300000
98.3500000,98.5500000,97.9600000,98.4100000
98.8000000,99.7600000,98.4800000,99.5600000
99.7200000,101.2700000,99.5700000,100.9900000
100.7000000,101.0000000,99.7800000,99.8500000
99.9300000,100.1300000,99.1900000,99.9700000
99.9000000,101.3300000,99.5400000,101.1500000
101.5100000,103.5500000,101.5000000,103.4800000
103.5500000,103.9500000,102.7800000,103.6400000
103.7000000,103.8500000,102.0700000,102.3500000
102.7300000,103.6500000,102.1800000,103.4500000
103.0600000,103.0700000,101.9200000,102.4800000
102.4000000,103.8500000,101.9300000,103.6700000
103.9600000,107.1200000,103.9300000,106.9000000
107.2000000,108.3000000,106.1500000,106.5500000
107.1800000,108.4700000,106.9500000,107.8000000
107.5000000,109.6400000,106.6200000,109.5900000
109.5700000,110.4700000,107.7700000,108.3600000
108.7700000,109.1500000,107.2000000,107.2000000
106.8000000,108.1500000,106.6700000,107.7500000
108.2600000,110.0800000,106.3900000,106.8000000
106.7300000,107.2900000,105.2300000,105.6500000
105.9800000,107.6300000,105.0100000,107.0800000
107.0100000,108.4500000,107.0000000,107.0400000
106.5800000,109.2400000,106.5600000,108.4800000
109.1700000,109.3400000,107.8000000,108.8000000
108.6600000,111.5000000,107.2700000,107.6200000
107.8200000,107.9800000,105.0500000,105.0800000
105.1500000,106.3800000,104.3800000,106.2300000
106.1400000,108.7300000,105.9400000,108.7300000
108.8800000,109.0000000,107.0000000,107.8200000
106.3100000,106.8900000,105.4900000,106.7400000
107.0600000,107.4800000,105.9500000,106.1200000
106.3500000,107.0000000,105.6100000,106.6100000
105.3400000,105.3700000,103.4400000,104.1400000
104.4100000,104.7600000,102.8500000,103.4500000
104.3000000,104.8000000,103.5300000,104.5700000
104.0000000,104.2900000,102.6000000,103.0900000
102.8000000,103.4300000,102.1500000,102.9000000
103.6600000,104.4400000,103.2900000,103.9100000
104.4100000,105.8900000,104.2900000,105.3300000
105.3500000,105.9600000,104.9100000,105.3100000
106.1300000,107.4800000,106.1200000,106.7800000
106.8800000,107.0800000,105.6100000,106.0700000
105.7500000,106.0500000,104.3600000,104.4300000
104.4300000,105.5500000,103.7500000,104.8100000
105.6400000,105.9400000,104.2800000,104.4200000
102.5000000,102.5900000,99.3000000,100.4600000
100.4000000,101.3000000,98.8600000,99.7200000
99.7200000,102.4400000,99.4300000,102.3800000
102.7900000,103.5200000,101.5700000,101.7000000
101.0700000,101.1900000,99.2100000,99.3700000
100.4500000,101.1800000,98.4400000,98.7000000
98.7900000,99.3000000,96.8100000,97.1100000
97.9700000,98.0700000,95.7000000,96.8700000
96.3900000,98.7400000,95.3500000,98.6000000
98.9800000,99.3200000,98.2200000,98.8600000
98.2300000,99.4900000,97.7500000,98.0300000
98.0500000,99.4200000,97.7900000,99.1200000
99.1000000,99.6700000,98.6000000,99.4600000
98.8800000,101.1000000,98.3400000,99.9300000
100.0200000,100.7000000,98.3600000,99.2600000
99.7700000,100.7900000,99.6600000,100.4700000
101.1500000,102.6900000,100.6500000,102.5000000
102.9000000,103.5500000,102.1300000,103.3700000
103.6200000,103.7400000,101.8000000,102.4000000
99.9700000,100.2800000,98.1600000,98.3600000
97.3700000,97.8300000,95.0500000,95.6200000
95.0000000,96.9200000,94.8000000,95.8200000
96.0900000,96.7200000,93.7000000,94.4600000
94.4500000,96.4800000,94.2100000,95.4400000
96.2200000,97.6000000,95.6300000,96.4000000
97.0700000,98.0500000,94.6700000,95.0500000
94.9900000,96.5500000,94.0000000,96.5200000
96.8700000,98.7600000,96.4900000,97.9600000
98.1300000,99.4000000,96.2000000,96.4700000
96.0900000,96.9800000,95.0700000,95.8000000
95.6000000,96.8400000,94.6500000,94.6600000
95.0000000,99.3100000,94.6000000,99.1100000
98.1000000,101.2800000,98.1000000,100.8600000
101.3100000,103.0100000,100.5000000,103.0000000
103.3500000,103.3800000,102.0100000,102.4900000
102.2000000,105.4000000,101.6200000,105.2300000
105.0800000,105.9000000,104.2500000,105.7600000
105.3500000,105.8900000,103.5200000,103.5700000
103.5200000,103.9300000,101.9000000,103.2200000
103.1000000,104.9000000,102.8000000,103.9500000
104.5100000,104.5800000,102.3400000,103.1200000
103.3600000,103.9500000,102.2400000,102.3700000
102.5000000,105.2500000,101.8000000,105.1900000
105.6000000,107.1900000,105.1700000,106.6500000
106.5500000,109.3900000,105.8700000,108.8600000
108.8500000,111.4400000,108.8500000,110.7400000
108.8400000,108.9500000,105.5300000,105.5500000
106.0000000,106.4900000,102.3800000,103.0800000
103.4400000,103.7900000,102.0400000,102.8700000
103.2000000,104.8700000,103.2000000,104.1000000
103.4400000,103.5500000,99.9000000,99.9600000
100.0400000,100.9800000,98.7800000,100.0700000
100.5000000,100.7700000,97.7500000,99.0500000
97.7900000,100.6500000,96.8800000,98.7000000
99.7300000,101.5000000,98.7300000,98.7900000
98.2100000,99.2000000,97.2000000,97.5000000
97.2500000,98.1500000,96.3000000,96.8000000
97.6400000,99.5600000,96.9300000,99.2000000
99.8000000,100.6300000,97.4100000,97.8000000
97.5000000,98.4700000,94.0200000,94.6600000
92.8000000,93.4900000,90.3700000,91.7700000
92.8700000,94.0900000,91.4200000,93.7000000
94.0600000,95.9500000,93.9000000,95.6400000
95.2700000,96.9000000,95.0800000,96.3700000
96.2000000,96.5700000,94.0800000,94.5700000
92.8700000,92.8900000,91.1000000,91.3000000
90.9000000,93.1800000,90.1000000,91.5000000
90.5200000,91.7000000,88.5400000,88.8800000
88.9100000,90.6400000,88.8100000,89.5700000
89.9900000,92.6500000,89.3000000,92.5100000
93.0500000,93.7400000,91.8800000,93.2400000
93.8900000,94.6500000,92.2500000,93.6800000
93.8400000,95.6500000,93.0100000,95.4200000
95.2300000,95.7700000,94.0700000,94.8000000
94.0300000,94.1200000,92.7000000,93.0400000
93.5100000,94.5900000,92.3200000,93.9500000
94.4700000,94.8600000,92.8500000,93.2000000
93.0000000,93.4700000,91.8000000,92.8400000
93.3300000,93.6300000,92.0000000,92.3900000
92.4200000,92.7600000,90.7500000,91.1400000
92.0600000,95.5700000,92.0500000,95.5100000
95.4500000,98.7500000,95.1700000,98.5700000
98.8000000,100.4500000,98.4500000,99.9000000
99.9000000,101.3600000,99.1000000,99.4700000
99.3400000,101.3000000,98.7500000,101.1500000
101.0000000,101.5000000,97.9300000,98.3900000
98.1000000,101.2600000,97.6600000,99.9900000
100.0000000,100.4300000,97.7700000,97.7700000
98.4000000,99.0400000,96.7500000,96.8500000
96.9500000,97.4800000,95.7000000,96.4600000
96.2000000,96.9700000,95.5600000,95.7700000
96.3500000,96.7000000,94.7500000,94.8100000
94.7600000,95.6000000,94.2200000,94.2800000
94.5000000,95.0800000,93.7500000,94.0600000
94.1100000,95.5900000,93.6600000,95.2300000
95.9200000,97.0000000,95.8000000,96.8400000
97.3800000,97.8900000,95.6300000,96.9900000
96.9000000,97.4700000,96.0200000,96.2200000
95.8100000,96.1900000,94.6300000,94.7100000
94.3800000,95.2800000,94.0700000,94.4100000
94.8500000,95.2200000,93.3200000,94.0200000
94.4900000,95.7800000,93.9300000,95.7000000
95.7000000,96.3700000,94.7600000,96.2400000
96.4700000,97.9500000,96.4500000,97.3900000
97.5000000,98.2500000,97.1300000,98.0000000
97.6300000,97.9600000,95.2000000,95.4200000
95.7700000,95.8300000,93.5700000,93.8000000
93.9200000,94.4100000,93.2400000,93.6000000
92.9200000,92.9200000,91.5000000,91.7500000
91.8500000,92.6100000,89.9000000,90.6300000
89.9900000,92.5500000,89.8000000,92.0800000
92.3100000,92.8000000,91.5600000,91.9100000
92.4000000,92.8500000,90.8200000,91.2900000
90.6100000,90.9500000,89.7000000,90.0600000
89.7200000,90.4100000,88.6500000,89.3900000
89.7100000,90.6500000,89.3200000,89.8200000
90.0000000,90.0400000,87.7500000,88.2300000
88.9200000,90.0400000,88.5300000,89.4800000
89.9000000,91.1200000,89.6100000,90.4500000
90.0600000,90.5700000,89.4000000,90.3300000
90.8100000,93.1800000,90.2100000,92.7800000
92.7300000,95.0000000,91.7700000,92.4700000
93.0200000,95.0600000,93.0100000,94.8100000
95.4800000,96.9200000,94.8800000,96.5500000
96.4400000,96.7300000,95.2500000,95.5000000
95.9500000,96.1400000,94.2400000,95.5300000
94.9300000,95.8900000,94.6400000,95.8200000
96.7500000,99.0400000,96.7100000,98.9700000
98.3900000,99.6000000,97.8900000,99.6000000
99.5600000,100.6300000,99.0300000,99.7900000
102.5000000,103.6300000,101.8900000,102.3300000
101.7700000,102.6100000,101.3700000,102.3600000
102.1300000,102.4300000,101.3000000,101.8200000
101.3200000,101.5600000,100.3700000,100.5000000
100.4000000,102.1900000,100.1000000,101.9500000
102.0600000,102.6900000,101.0100000,101.6700000
101.7900000,101.7900000,98.5800000,98.5900000
97.7700000,98.3900000,97.1000000,97.8600000
97.8000000,99.3400000,97.7500000,99.1600000
98.9900000,99.4000000,97.2700000,97.7400000
98.1400000,98.8000000,97.5100000,98.2400000
98.0000000,100.4000000,97.6800000,100.3900000
99.7000000,100.5000000,99.1200000,100.3000000
100.3000000,102.2600000,99.9000000,102.1100000
101.7900000,103.0100000,101.0500000,101.4800000
101.8700000,104.3600000,101.8500000,103.4300000
103.9900000,104.1600000,102.4200000,102.8700000
102.3900000,103.0000000,101.7100000,102.9300000
103.9000000,104.8900000,103.5200000,104.5500000
104.0500000,105.0900000,103.6000000,104.0500000
104.2000000,104.3700000,102.3600000,103.3300000
103.9100000,105.6400000,103.6100000,105.1400000
105.4400000,105.9500000,104.8800000,105.4300000
105.2600000,105.8100000,104.5500000,105.4000000
104.8800000,105.0800000,103.0300000,103.2900000
103.5100000,103.8600000,102.6300000,102.8600000
102.6800000,103.6100000,102.0200000,102.9900000
103.6000000,104.1800000,102.5000000,102.8400000
102.7500000,103.4800000,102.1200000,102.8000000
103.1300000,104.1400000,102.7400000,103.1100000
102.5700000,103.0800000,101.7000000,102.7400000
102.7200000,103.7700000,102.5000000,103.6500000
104.0600000,104.4300000,102.4000000,102.4700000
102.9000000,103.0900000,102.2600000,102.5900000
102.3700000,103.8700000,102.1000000,103.5500000
102.4100000,102.6600000,101.5700000,101.8600000
102.5100000,102.5900000,101.4800000,101.7700000
101.9600000,104.2600000,101.7400000,104.2500000
103.8200000,104.9800000,101.1100000,101.8100000
102.8200000,103.9800000,102.8100000,103.7000000
104.3000000,104.7000000,103.2400000,103.6900000
103.9800000,105.5400000,103.6000000,105.5000000
105.4000000,106.8000000,105.4000000,106.1900000
105.8900000,106.3200000,105.1100000,106.0000000
105.3000000,105.5600000,104.6900000,104.7800000
105.2300000,105.4800000,104.2500000,105.1000000
105.5100000,106.2000000,105.2100000,105.3100000
105.3400000,105.3400000,103.0100000,103.0200000
103.5200000,104.1400000,102.6200000,102.7700000
103.3000000,103.7800000,102.3300000,102.6900000
102.6200000,103.2900000,101.8400000,103.0700000
103.0900000,103.6600000,102.3100000,102.3600000
102.1900000,102.4800000,100.0000000,100.2400000
100.3400000,100.7800000,98.7400000,98.9500000
99.2500000,99.9400000,97.9500000,98.2500000
98.4700000,100.0000000,97.8800000,99.9000000
100.2900000,101.0700000,99.5500000,101.0000000
100.9300000,101.3900000,99.7200000,100.1600000
99.9100000,100.9400000,99.1300000,100.6500000
99.4800000,100.3000000,98.4400000,98.9600000
98.9500000,99.6000000,98.5800000,98.9400000
98.3800000,99.9300000,98.1200000,99.8500000
100.1800000,100.8100000,99.6100000,100.1500000
100.1500000,100.7100000,99.8200000,100.1800000
101.2300000,102.3000000,100.8000000,101.7800000
101.8500000,102.2500000,101.3100000,102.2000000
102.4500000,102.8300000,102.0500000,102.4500000
102.5100000,102.5400000,101.7500000,101.9600000
102.2000000,102.2200000,101.5300000,101.6200000
101.6100000,102.1800000,101.4500000,101.9500000
102.0900000,102.2100000,100.6800000,100.6800000
100.5100000,101.3900000,100.4500000,101.1700000
100.2000000,100.3100000,98.6200000,98.9100000
99.1000000,99.4100000,97.8500000,98.1900000
98.2400000,98.7700000,97.6900000,98.0000000
97.8500000,99.3000000,97.5200000,99.2000000
99.3000000,100.3500000,99.0400000,100.2500000
99.1500000,99.7300000,98.5100000,99.2400000
99.8000000,100.7900000,99.5600000,100.7700000
100.9000000,101.6400000,100.5300000,100.6500000
100.3600000,101.4500000,100.1000000,101.1700000
100.9800000,102.1700000,100.6600000,101.9600000
102.5100000,102.5700000,101.9000000,102.2000000
102.2200000,102.4900000,101.1300000,102.1700000
101.8400000,102.9200000,101.6000000,101.7000000
100.9800000,101.2600000,99.6300000,99.7000000
98.6300000,99.1100000,97.6300000,97.7800000
98.2100000,98.7400000,97.0500000,97.3600000
97.9100000,98.9800000,95.7300000,95.9800000
96.1700000,96.6900000,94.4000000,95.8000000
95.8100000,96.2700000,94.4300000,94.7000000
94.9400000,95.8900000,94.5500000,94.6600000
93.5300000,94.4800000,93.2500000,94.0700000
94.3100000,95.6500000,94.0100000,95.4500000
95.7900000,96.8100000,95.6500000,96.6200000
97.0000000,97.3600000,96.1100000,96.5300000
96.9300000,97.0800000,95.4200000,95.4700000
95.9300000,96.6500000,95.5100000,96.1200000
96.8800000,97.1400000,96.1500000,96.8400000
96.3500000,96.6900000,95.3000000,95.5000000
95.8100000,96.8400000,95.7000000,96.6500000
97.1100000,98.0800000,97.0900000,97.4900000
97.5000000,97.9500000,96.5500000,96.6200000
96.5100000,96.5900000,94.5300000,94.9000000
94.1400000,94.7600000,93.6100000,94.6300000
95.0300000,95.4400000,94.5100000,95.0000000
95.0000000,95.0900000,94.0600000,94.6900000
95.2400000,95.4800000,93.3200000,94.1700000
94.3000000,94.5900000,91.8500000,92.2900000
92.5000000,92.6100000,89.4000000,90.1200000
90.1600000,91.4200000,88.8700000,91.1600000
85.4300000,86.8400000,74.9600000,77.5700000
78.5000000,83.9000000,77.1700000,81.5500000
82.3800000,82.7700000,80.1200000,81.4600000
81.6700000,83.8100000,76.5600000,80.2400000
80.0000000,81.4600000,78.3400000,79.9900000
79.1000000,79.7500000,76.3900000,76.5700000
75.9500000,76.3600000,72.3500000,72.4600000
73.5000000,73.8900000,68.8700000,69.8400000
68.0000000,71.7500000,65.3300000,71.7500000
72.5200000,77.1200000,71.8700000,76.9700000
77.5900000,81.9600000,75.6400000,81.4300000
81.5800000,82.6000000,79.1300000,80.8300000
79.5300000,81.2700000,78.4300000,79.5000000
77.1800000,78.5100000,76.1000000,78.4700000
78.4700000,80.3800000,77.8200000,78.2900000
78.7900000,81.9700000,77.3400000,81.8500000
82.0900000,84.3400000,82.0200000,82.5600000
82.1700000,82.7200000,79.2000000,79.8800000
80.4100000,81.9600000,79.6700000,81.4700000
81.3800000,83.8000000,81.1200000,83.8000000
84.0200000,84.6800000,82.7500000,83.8800000
83.9900000,84.1800000,81.4400000,82.6700000
82.8700000,83.3900000,81.2100000,81.5100000
81.9200000,83.3000000,80.8500000,82.9800000
81.8700000,81.8700000,78.8700000,79.9500000
79.8300000,80.0000000,78.5100000,79.4100000
79.8100000,80.1000000,77.7500000,78.8500000
79.2300000,80.4400000,78.5100000,79.9000000
78.7100000,80.0700000,77.6500000,79.7500000
79.1100000,79.1100000,77.5000000,78.3500000
78.0000000,78.3400000,75.1000000,75.2000000
75.9500000,76.5000000,73.6200000,76.1300000
75.9900000,77.2100000,75.2000000,76.8900000
78.3800000,79.4000000,78.2200000,78.8200000
78.7900000,78.7900000,77.4600000,77.6200000
77.4700000,77.4700000,75.6000000,76.3000000
76.1700000,76.5100000,75.1200000,75.5600000
75.8600000,76.1100000,71.8100000,73.2100000
73.0500000,73.1000000,69.5600000,69.9100000
68.9700000,73.7000000,67.9000000,73.3900000
74.1900000,74.6600000,72.3000000,72.8000000
72.5200000,73.1000000,71.4800000,72.5000000
71.9900000,72.5000000,70.8900000,72.2200000
71.3500000,72.4400000,71.0100000,71.9900000
72.3300000,74.3000000,72.3200000,74.1000000
73.2400000,80.3700000,73.1600000,78.5000000
78.8800000,80.2500000,77.5700000,78.8000000
78.8000000,79.9000000,77.7300000,79.0800000
79.6500000,81.0800000,79.1500000,80.1500000
80.2600000,81.6800000,79.5500000,81.3800000
81.1800000,82.3000000,79.7500000,80.0400000
79.4000000,79.7900000,78.5300000,79.2000000
79.3000000,81.6800000,79.1700000,81.6200000
82.0200000,82.5500000,80.5500000,82.3100000
81.9800000,84.0900000,81.3000000,83.5900000
84.0100000,84.3000000,82.1600000,83.2600000
83.1900000,85.9800000,82.6300000,85.8300000
85.9500000,87.6200000,85.3700000,86.8700000
86.8800000,86.9000000,83.9500000,84.3300000
84.6000000,85.3800000,83.7300000,84.9500000
85.3000000,86.0100000,84.1800000,85.6500000
85.6700000,85.9000000,84.2100000,84.5000000
84.8000000,87.1500000,84.7700000,85.9100000
85.3000000,86.8400000,84.6600000,86.8400000
86.4800000,88.4700000,86.2300000,87.8100000
87.9400000,89.0500000,86.8600000,87.4300000
87.7600000,89.1800000,86.2800000,89.0000000
89.2100000,89.6000000,88.6200000,88.8900000
88.8800000,89.0000000,87.8700000,88.9900000
89.0100000,89.3300000,88.5100000,89.0000000
84.4800000,85.7200000,84.1500000,84.8500000
84.9500000,85.5500000,83.3700000,83.8000000
84.1300000,84.5500000,83.1200000,83.7700000
84.5600000,85.6900000,84.3500000,84.8000000
84.8000000,85.1400000,84.1000000,84.1600000
84.2300000,85.3000000,83.4100000,83.6800000
84.0500000,86.6000000,83.9100000,86.5000000
86.0300000,86.4000000,83.8500000,84.4000000
84.8600000,85.1400000,83.4600000,84.1000000
84.1600000,84.9400000,83.9600000,84.3300000
84.4500000,84.7000000,83.0300000,84.5000000
84.4500000,84.4600000,83.0500000,84.0700000
84.3100000,85.9700000,84.1200000,85.7900000
85.9400000,86.5000000,85.2500000,85.3400000
85.5100000,85.8600000,83.8000000,84.0000000
84.1500000,85.7000000,83.8700000,85.4900000
85.3300000,86.6900000,84.6700000,85.1100000
84.9000000,85.5600000,84.2000000,85.2000000
85.6100000,86.0900000,83.3700000,84.4700000
84.5100000,84.8800000,83.8000000,84.5500000
84.6500000,85.1900000,83.5500000,83.5500000
83.8000000,84.0100000,82.8700000,83.0900000
83.0500000,83.9800000,82.5500000,83.7800000
82.0000000,82.1900000,80.5300000,81.5000000
79.8000000,80.9600000,79.5900000,80.2700000
80.3200000,80.4000000,76.5600000,76.5600000
77.3100000,78.8400000,77.0600000,78.3000000
78.3800000,78.9400000,76.6000000,77.4500000
76.9900000,77.3700000,75.8100000,76.8700000
76.7600000,76.9800000,75.0000000,75.1600000
74.5700000,74.6000000,72.6000000,72.8200000
72.4900000,74.5000000,71.8600000,73.2000000
72.6900000,75.8300000,72.3300000,73.6800000
73.8000000,75.2700000,73.2400000,73.6000000
72.8800000,73.5000000,71.5200000,72.3700000
72.7800000,73.5900000,71.8500000,72.7500000
72.9900000,73.3000000,71.5700000,71.6000000
71.2400000,71.3000000,68.8500000,69.0000000
68.4200000,69.3000000,66.1000000,68.5000000
67.9200000,70.7500000,67.9100000,70.7000000
72.0100000,74.4000000,72.0100000,74.2100000
74.1000000,75.1800000,72.8800000,73.3500000
73.1000000,75.1900000,72.6000000,74.8400000
74.9400000,75.8700000,74.3000000,74.9900000
75.0100000,76.0000000,74.0000000,75.0500000
75.1800000,75.9800000,74.7700000,75.1500000
75.6000000,76.1000000,75.1100000,76.0000000
75.9900000,76.9000000,75.1800000,76.9000000
76.8500000,78.6100000,76.7100000,78.4000000
78.4900000,78.8900000,76.8800000,78.3900000
78.5300000,79.6900000,78.2500000,78.5600000
78.6000000,78.9200000,77.2400000,77.4400000
77.8800000,78.3900000,77.5100000,77.9300000
77.7600000,77.8700000,74.4500000,74.5900000
74.4900000,74.9700000,72.5600000,73.2100000
73.5000000,74.9400000,72.5200000,73.6800000
73.6200000,74.4900000,72.9400000,73.7600000
74.1700000,78.7500000,73.7500000,78.5000000
78.6000000,79.9500000,77.1800000,79.3900000
78.7800000,81.3000000,78.5000000,80.2500000
80.2500000,80.3900000,78.2600000,78.6900000
78.8600000,80.2000000,78.6900000,79.4100000
78.8700000,79.4000000,78.3900000,78.6700000
79.0600000,79.5500000,76.1400000,76.3000000
76.0100000,77.7700000,75.1300000,76.6500000
76.3500000,77.0800000,75.4500000,75.6300000
75.8500000,77.9000000,75.6300000,77.6000000
77.5000000,78.9200000,76.5500000,78.6600000
78.6600000,79.3000000,77.7100000,77.9800000
78.2500000,78.4600000,76.6200000,77.4000000
77.2000000,77.6900000,75.8900000,76.0000000
76.3400000,77.8400000,76.2000000,77.6800000
77.9200000,79.5500000,77.8700000,79.0500000
79.6000000,80.1500000,78.0000000,78.0100000
77.5700000,78.4300000,76.8500000,77.6000000
77.9600000,78.3800000,76.5300000,76.7000000
77.0600000,77.4400000,75.5200000,75.5200000
75.1800000,76.2600000,74.2600000,74.2600000
74.0700000,74.4700000,72.5700000,73.1500000
73.7500000,74.6900000,73.1200000,73.7700000
74.3700000,76.6000000,74.2500000,76.3300000
76.3300000,76.5400000,74.9600000,75.3200000
74.8300000,75.2500000,73.7600000,73.8000000
75.0500000,75.7000000,73.5200000,73.6500000
72.6200000,73.7700000,72.0600000,73.5000000
72.7900000,75.2400000,72.6500000,74.2600000
74.1500000,75.3600000,73.8600000,74.5500000
74.3200000,74.8600000,72.8100000,73.0800000
73.2400000,74.0500000,70.9500000,71.1200000
71.8100000,73.3000000,71.3800000,73.1500000
73.4000000,73.9300000,71.7500000,72.2500000
72.0000000,73.1600000,71.3000000,72.5000000
73.0000000,73.3700000,71.8000000,71.8200000
71.4700000,72.1000000,70.8500000,71.5900000
71.3500000,72.4900000,70.9300000,72.4900000
73.2100000,73.7800000,72.2500000,72.9000000
73.1200000,74.2000000,72.7300000,73.9000000
74.1100000,74.8000000,73.6800000,74.0500000
73.6900000,75.1300000,73.4300000,74.9800000
75.4400000,76.8400000,75.2300000,76.2300000
76.0800000,76.6600000,75.6100000,76.2900000
75.8100000,75.9400000,75.0200000,75.6500000
75.7500000,76.8800000,74.7500000,75.0500000
75.1900000,77.6500000,74.4100000,75.6900000
76.3600000,77.7800000,76.1200000,77.7800000
77.8000000,78.7000000,77.0100000,77.3400000
77.3700000,77.5500000,76.1300000,76.3200000
76.3200000,76.5000000,73.7300000,74.0300000
73.7900000,74.5000000,73.1000000,74.1500000
73.7700000,74.4500000,73.4700000,73.9700000
74.3900000,75.3500000,73.4500000,75.2100000
75.2500000,75.5400000,73.8700000,73.9000000
73.9600000,74.9000000,72.9300000,73.6300000
73.9600000,74.7100000,72.9500000,74.3900000
74.8600000,75.4000000,74.0100000,74.4000000
74.4500000,74.6600000,73.7600000,74.1100000
73.7700000,74.1300000,73.2600000,73.8500000
73.6500000,74.2000000,73.0400000,73.0400000
72.8800000,72.8900000,71.4200000,72.2500000
71.8900000,74.2000000,71.5100000,73.7900000
74.0600000,74.4700000,71.3100000,71.6400000
71.8700000,72.3500000,71.4200000,72.0000000
72.2100000,74.0300000,71.0000000,71.0400000
70.9500000,71.7300000,68.4000000,68.6000000
69.1500000,69.6700000,65.2300000,65.3000000
64.7600000,66.9000000,62.6100000,66.2600000
66.5900000,68.7000000,65.7800000,67.7700000
